Word :  gabriel 	 Frequency : 1
Word :  hematurieecbu 	 Frequency : 1
Word :  faxee 	 Frequency : 4
Word :  17122014 	 Frequency : 72
Word :  diagnostiqué 	 Frequency : 2
Word :  abondance 	 Frequency : 2
Word :  dressources 	 Frequency : 1
Word :  dépicesinsuline 	 Frequency : 1
Word :  mettrenettoyage 	 Frequency : 1
Word :  dentairemarche 	 Frequency : 1
Word :  souhaiteune 	 Frequency : 1
Word :  suffit 	 Frequency : 5
Word :  constipée 	 Frequency : 29
Word :  éssaye 	 Frequency : 1
Word :  doulloureux 	 Frequency : 1
Word :  actifs 	 Frequency : 2
Word :  pout 	 Frequency : 2
Word :  mbasset 	 Frequency : 1
Word :  qui 	 Frequency : 1896
Word :  glaireslui 	 Frequency : 1
Word :  modifrelancer 	 Frequency : 1
Word :  mid 	 Frequency : 1
Word :  chosesomnole 	 Frequency : 1
Word :  bords 	 Frequency : 1
Word :  participantesechange 	 Frequency : 1
Word :  bouguon 	 Frequency : 1
Word :  202pendant 	 Frequency : 1
Word :  lession 	 Frequency : 1
Word :  ressucrée 	 Frequency : 1
Word :  tranquile 	 Frequency : 3
Word :  depui 	 Frequency : 1
Word :  hemoglobine 	 Frequency : 3
Word :  convivialité 	 Frequency : 1
Word :  corps 	 Frequency : 74
Word :  13gh30merci 	 Frequency : 1
Word :  soignantscroit 	 Frequency : 1
Word :  envoutée 	 Frequency : 1
Word :  combinette 	 Frequency : 2
Word :  décèdé 	 Frequency : 2
Word :  082em 	 Frequency : 15
Word :  reysseguié 	 Frequency : 1
Word :  aat 	 Frequency : 2
Word :  dort 	 Frequency : 364
Word :  nécessairerenouvellement 	 Frequency : 1
Word :  003f 	 Frequency : 1
Word :  incohérante 	 Frequency : 1
Word :  anperte 	 Frequency : 1
Word :  ozenne 	 Frequency : 1
Word :  camacho 	 Frequency : 12
Word :  piquresmis 	 Frequency : 1
Word :  bleus 	 Frequency : 4
Word :  innaproprié 	 Frequency : 1
Word :  litchange 	 Frequency : 2
Word :  ta138 	 Frequency : 1
Word :  amusante 	 Frequency : 1
Word :  argenteuilmt 	 Frequency : 1
Word :  lelied 	 Frequency : 20
Word :  matinpillulier 	 Frequency : 1
Word :  thyroïdectomie 	 Frequency : 1
Word :  78auscult 	 Frequency : 1
Word :  balancement 	 Frequency : 1
Word :  allume 	 Frequency : 9
Word :  nogent 	 Frequency : 1
Word :  tamaris 	 Frequency : 1
Word :  dimancheraison 	 Frequency : 1
Word :  rammener 	 Frequency : 1
Word :  ramipril 	 Frequency : 7
Word :  matelle 	 Frequency : 1
Word :  11h04 	 Frequency : 1
Word :  respiré 	 Frequency : 2
Word :  sous 	 Frequency : 613
Word :  tiaorfan 	 Frequency : 1
Word :  seffondre 	 Frequency : 2
Word :  courssurv 	 Frequency : 1
Word :  rassuré 	 Frequency : 54
Word :  9h30 	 Frequency : 33
Word :  italic 	 Frequency : 24
Word :  satidec 	 Frequency : 1
Word :  pèse 	 Frequency : 6
Word :  tenir 	 Frequency : 92
Word :  13112015objectifs 	 Frequency : 1
Word :  partirtemps 	 Frequency : 1
Word :  supérieur 	 Frequency : 4
Word :  sinstalle 	 Frequency : 8
Word :  palt 	 Frequency : 1
Word :  joursmp 	 Frequency : 1
Word :  problème 	 Frequency : 115
Word :  prévisé 	 Frequency : 1
Word :  sousvêtements 	 Frequency : 2
Word :  réalisation 	 Frequency : 22
Word :  lorazépam 	 Frequency : 2
Word :  couettemis 	 Frequency : 1
Word :  renouvélllée 	 Frequency : 1
Word :  jugeles 	 Frequency : 1
Word :  exessive 	 Frequency : 1
Word :  ponsaille 	 Frequency : 1
Word :  glissera 	 Frequency : 1
Word :  vive 	 Frequency : 5
Word :  bannier 	 Frequency : 1
Word :  estéve 	 Frequency : 1
Word :  tonbée 	 Frequency : 1
Word :  2612 	 Frequency : 21
Word :  secoue 	 Frequency : 4
Word :  chez 	 Frequency : 537
Word :  deshabillée 	 Frequency : 8
Word :  accepte 	 Frequency : 126
Word :  mangervue 	 Frequency : 1
Word :  desinfection 	 Frequency : 5
Word :  moralangoissé 	 Frequency : 1
Word :  dures 	 Frequency : 18
Word :  serront 	 Frequency : 1
Word :  inquietudele 	 Frequency : 1
Word :  chaussin 	 Frequency : 1
Word :  écrite 	 Frequency : 8
Word :  systam 	 Frequency : 1
Word :  représentation 	 Frequency : 5
Word :  pasq 	 Frequency : 2
Word :  ginkor 	 Frequency : 1
Word :  abri 	 Frequency : 1
Word :  stimulerdialoguesur 	 Frequency : 1
Word :  écrire 	 Frequency : 10
Word :  colères 	 Frequency : 1
Word :  peauverifier 	 Frequency : 1
Word :  pasaunité 	 Frequency : 1
Word :  voyait 	 Frequency : 11
Word :  auditivele 	 Frequency : 1
Word :  anticipées 	 Frequency : 3
Word :  déambulemm 	 Frequency : 1
Word :  germedoit 	 Frequency : 1
Word :  consultationle 	 Frequency : 1
Word :  nombrilvu 	 Frequency : 1
Word :  jappelai 	 Frequency : 1
Word :  pklus 	 Frequency : 1
Word :  eusavons 	 Frequency : 1
Word :  douleursprise 	 Frequency : 1
Word :  02h30 	 Frequency : 7
Word :  étagesdans 	 Frequency : 1
Word :  macouardelle 	 Frequency : 1
Word :  2030 	 Frequency : 5
Word :  nvles 	 Frequency : 1
Word :  xsmallcrise 	 Frequency : 1
Word :  wcsignature 	 Frequency : 2
Word :  oeuvre 	 Frequency : 16
Word :  résidanteactions 	 Frequency : 1
Word :  semainesdans 	 Frequency : 1
Word :  maintenant 	 Frequency : 42
Word :  revellon 	 Frequency : 1
Word :  09032015 	 Frequency : 2
Word :  etcsatisfaction 	 Frequency : 1
Word :  nonsa 	 Frequency : 1
Word :  libérée 	 Frequency : 1
Word :  puisquil 	 Frequency : 6
Word :  seuldlr 	 Frequency : 1
Word :  trivial 	 Frequency : 3
Word :  pillement 	 Frequency : 2
Word :  surveillerpansement 	 Frequency : 1
Word :  soirhygiène 	 Frequency : 1
Word :  bronchitemise 	 Frequency : 3
Word :  parlés 	 Frequency : 2
Word :  index 	 Frequency : 6
Word :  redmerci 	 Frequency : 1
Word :  nadhère 	 Frequency : 1
Word :  nuitremis 	 Frequency : 1
Word :  commfeel 	 Frequency : 1
Word :  sondagepour 	 Frequency : 1
Word :  demende 	 Frequency : 1
Word :  38c 	 Frequency : 6
Word :  12commentaire 	 Frequency : 4
Word :  archives 	 Frequency : 1
Word :  giovanelli 	 Frequency : 2
Word :  massoir 	 Frequency : 1
Word :  poura 	 Frequency : 1
Word :  loxen® 	 Frequency : 1
Word :  fraxi 	 Frequency : 1
Word :  rétractationsvie 	 Frequency : 1
Word :  préferer 	 Frequency : 1
Word :  marison 	 Frequency : 2
Word :  gastrectomie 	 Frequency : 1
Word :  placerelevé 	 Frequency : 1
Word :  lamarel 	 Frequency : 1
Word :  résidant 	 Frequency : 26
Word :  oesophagienne 	 Frequency : 2
Word :  traitéelocomotion 	 Frequency : 1
Word :  48hprésence 	 Frequency : 1
Word :  occupation 	 Frequency : 4
Word :  allléeil 	 Frequency : 1
Word :  séresta 	 Frequency : 10
Word :  souci 	 Frequency : 20
Word :  canapé 	 Frequency : 5
Word :  matiner 	 Frequency : 2
Word :  prestataire 	 Frequency : 1
Word :  vaciin 	 Frequency : 1
Word :  blouse 	 Frequency : 2
Word :  damiens 	 Frequency : 1
Word :  ouverteaccepte 	 Frequency : 1
Word :  mêmea 	 Frequency : 1
Word :  identification 	 Frequency : 2
Word :  médicamenbts 	 Frequency : 1
Word :  relevais 	 Frequency : 1
Word :  mexcuse 	 Frequency : 1
Word :  conté 	 Frequency : 1
Word :  créé 	 Frequency : 2
Word :  labbaye 	 Frequency : 3
Word :  suitekardegic 	 Frequency : 1
Word :  15h39valeur 	 Frequency : 1
Word :  etageslors 	 Frequency : 1
Word :  nlit 	 Frequency : 1
Word :  bassi 	 Frequency : 6
Word :  gyslaine 	 Frequency : 1
Word :  étapes 	 Frequency : 1
Word :  09h00lieu 	 Frequency : 4
Word :  acquise 	 Frequency : 1
Word :  4xjà 	 Frequency : 1
Word :  désabillé 	 Frequency : 1
Word :  pépinière 	 Frequency : 2
Word :  lallement 	 Frequency : 1
Word :  objectif 	 Frequency : 39
Word :  yellownecrose 	 Frequency : 1
Word :  span 	 Frequency : 350
Word :  monique 	 Frequency : 19
Word :  700 	 Frequency : 4
Word :  rendzvous 	 Frequency : 1
Word :  fibrineus 	 Frequency : 1
Word :  permettrait 	 Frequency : 2
Word :  inadéquat 	 Frequency : 2
Word :  sellessous 	 Frequency : 1
Word :  eludryl 	 Frequency : 2
Word :  16h49activité 	 Frequency : 1
Word :  toiletteregarder 	 Frequency : 1
Word :  difficuktés 	 Frequency : 1
Word :  psychotropes 	 Frequency : 1
Word :  litsa 	 Frequency : 1
Word :  lapparence 	 Frequency : 1
Word :  neutre 	 Frequency : 11
Word :  ly 	 Frequency : 7
Word :  soinactions 	 Frequency : 1
Word :  détouffement 	 Frequency : 5
Word :  transthoracique 	 Frequency : 1
Word :  viviani 	 Frequency : 1
Word :  participeravec 	 Frequency : 1
Word :  11h58 	 Frequency : 1
Word :  transfixante 	 Frequency : 1
Word :  lelimination 	 Frequency : 1
Word :  proxitan 	 Frequency : 3
Word :  carence 	 Frequency : 2
Word :  pliées 	 Frequency : 1
Word :  longues 	 Frequency : 5
Word :  plut 	 Frequency : 1
Word :  multiprises 	 Frequency : 2
Word :  14h16activité 	 Frequency : 2
Word :  animatriceévaluation 	 Frequency : 4
Word :  légers 	 Frequency : 4
Word :  coopérant 	 Frequency : 3
Word :  matinpas 	 Frequency : 13
Word :  noyau 	 Frequency : 2
Word :  mjaverzac 	 Frequency : 1
Word :  pyjama 	 Frequency : 77
Word :  moismodif 	 Frequency : 1
Word :  patron 	 Frequency : 2
Word :  lorazepam 	 Frequency : 1
Word :  jourprise 	 Frequency : 3
Word :  pénible 	 Frequency : 2
Word :  lassenseur 	 Frequency : 1
Word :  flotante 	 Frequency : 1
Word :  constater 	 Frequency : 25
Word :  sinus 	 Frequency : 2
Word :  absences 	 Frequency : 1
Word :  machine 	 Frequency : 5
Word :  romorantin 	 Frequency : 1
Word :  lennuifille 	 Frequency : 1
Word :  cyanose 	 Frequency : 3
Word :  antibiothérapie 	 Frequency : 9
Word :  arroguant 	 Frequency : 1
Word :  complette 	 Frequency : 1
Word :  nettoyés 	 Frequency : 3
Word :  paranoïaque 	 Frequency : 2
Word :  personneredescendu 	 Frequency : 1
Word :  palce 	 Frequency : 1
Word :  finirappel 	 Frequency : 1
Word :  gaucheplavard 	 Frequency : 1
Word :  tambourine 	 Frequency : 1
Word :  cuite 	 Frequency : 3
Word :  terreyvelise 	 Frequency : 1
Word :  148pouls 	 Frequency : 1
Word :  orteilslasilix 	 Frequency : 1
Word :  dynamiqueelle 	 Frequency : 1
Word :  choseje 	 Frequency : 1
Word :  élèves 	 Frequency : 1
Word :  adopté 	 Frequency : 2
Word :  vsl 	 Frequency : 42
Word :  relaie 	 Frequency : 1
Word :  manifeste 	 Frequency : 10
Word :  enfilé 	 Frequency : 2
Word :  forticrèmes 	 Frequency : 1
Word :  léonie 	 Frequency : 1
Word :  sec 	 Frequency : 46
Word :  chanbre 	 Frequency : 4
Word :  narrivant 	 Frequency : 1
Word :  feraitet 	 Frequency : 1
Word :  nifluril 	 Frequency : 2
Word :  priscrit 	 Frequency : 2
Word :  mainma 	 Frequency : 1
Word :  2commentaire 	 Frequency : 8
Word :  mamer 	 Frequency : 1
Word :  dobjet 	 Frequency : 2
Word :  110t 	 Frequency : 1
Word :  viennois 	 Frequency : 2
Word :  davantage 	 Frequency : 34
Word :  pas 	 Frequency : 6829
Word :  surveillée 	 Frequency : 1
Word :  crêpe 	 Frequency : 1
Word :  agressiveelle 	 Frequency : 1
Word :  est 	 Frequency : 3808
Word :  gauchea 	 Frequency : 2
Word :  lhexomédine 	 Frequency : 1
Word :  limovane 	 Frequency : 2
Word :  appellerons 	 Frequency : 3
Word :  sappaiser 	 Frequency : 1
Word :  15h15message 	 Frequency : 1
Word :  dévérouiller 	 Frequency : 1
Word :  anien 	 Frequency : 1
Word :  ellesa 	 Frequency : 4
Word :  errant 	 Frequency : 1
Word :  dénomination 	 Frequency : 6
Word :  15683pouls 	 Frequency : 1
Word :  niut 	 Frequency : 1
Word :  désaturationsemble 	 Frequency : 1
Word :  sinquète 	 Frequency : 1
Word :  lésions 	 Frequency : 62
Word :  11h14habiller 	 Frequency : 1
Word :  déshorientation 	 Frequency : 1
Word :  compotes 	 Frequency : 2
Word :  notees 	 Frequency : 1
Word :  audermachronictete 	 Frequency : 1
Word :  tromper!je 	 Frequency : 1
Word :  439 	 Frequency : 1
Word :  psychologue17h40 	 Frequency : 3
Word :  underlinecf 	 Frequency : 1
Word :  résidentesurveillance 	 Frequency : 1
Word :  500mlj5j 	 Frequency : 1
Word :  roulantrégime 	 Frequency : 1
Word :  prégnante 	 Frequency : 1
Word :  voie 	 Frequency : 21
Word :  15h00commentaire 	 Frequency : 33
Word :  l1 	 Frequency : 5
Word :  recherches 	 Frequency : 5
Word :  genousx 	 Frequency : 1
Word :  apparentés 	 Frequency : 1
Word :  négociations 	 Frequency : 2
Word :  vetementsdepuis 	 Frequency : 1
Word :  inappétente 	 Frequency : 1
Word :  collation22h30 	 Frequency : 1
Word :  modalitésresultat 	 Frequency : 1
Word :  quiz 	 Frequency : 2
Word :  hemmoroide 	 Frequency : 1
Word :  réévaluation 	 Frequency : 12
Word :  diresde 	 Frequency : 1
Word :  insister 	 Frequency : 13
Word :  tartines 	 Frequency : 9
Word :  mariepierre 	 Frequency : 2
Word :  signaleta 	 Frequency : 1
Word :  drapplication 	 Frequency : 1
Word :  grattagesaux 	 Frequency : 1
Word :  20140624122515pdf 	 Frequency : 3
Word :  lègere 	 Frequency : 1
Word :  matinsur 	 Frequency : 1
Word :  salonmr 	 Frequency : 1
Word :  211114 	 Frequency : 1
Word :  concernent 	 Frequency : 3
Word :  infirmé 	 Frequency : 1
Word :  narrivait 	 Frequency : 20
Word :  jourpetits 	 Frequency : 1
Word :  correcteapyretiquea 	 Frequency : 1
Word :  interéssésatisfaction 	 Frequency : 1
Word :  contentioncauses 	 Frequency : 48
Word :  trompais 	 Frequency : 1
Word :  enterite 	 Frequency : 6
Word :  efficacea 	 Frequency : 1
Word :  gérontopsychiatrie 	 Frequency : 1
Word :  remaniement 	 Frequency : 1
Word :  prévenueplateau 	 Frequency : 1
Word :  mono 	 Frequency : 1
Word :  28lui 	 Frequency : 1
Word :  neuveux 	 Frequency : 2
Word :  exister 	 Frequency : 1
Word :  conforme 	 Frequency : 4
Word :  déborah 	 Frequency : 1
Word :  étages 	 Frequency : 13
Word :  18h12non 	 Frequency : 1
Word :  lactosecuisine 	 Frequency : 1
Word :  isabelle 	 Frequency : 26
Word :  shabituer 	 Frequency : 3
Word :  ressenties 	 Frequency : 3
Word :  3h00 	 Frequency : 17
Word :  gravitéfamille 	 Frequency : 1
Word :  demande2h10 	 Frequency : 1
Word :  bouzy 	 Frequency : 5
Word :  tabletranspire 	 Frequency : 1
Word :  chagrinne 	 Frequency : 1
Word :  blervaque 	 Frequency : 2
Word :  jambe 	 Frequency : 258
Word :  pleinement 	 Frequency : 5
Word :  décharger 	 Frequency : 2
Word :  hours 	 Frequency : 1
Word :  anosognosie 	 Frequency : 2
Word :  vancostenoble 	 Frequency : 1
Word :  magasin 	 Frequency : 2
Word :  droiteet 	 Frequency : 1
Word :  couillet 	 Frequency : 6
Word :  noriente 	 Frequency : 1
Word :  14475 	 Frequency : 1
Word :  1gatbt 	 Frequency : 1
Word :  symptomatique 	 Frequency : 4
Word :  articulairejai 	 Frequency : 1
Word :  cales 	 Frequency : 3
Word :  nettoychanger 	 Frequency : 1
Word :  hypertrophié 	 Frequency : 1
Word :  chané 	 Frequency : 1
Word :  arretrentre 	 Frequency : 1
Word :  matra 	 Frequency : 1
Word :  transfertsdéplacements 	 Frequency : 2
Word :  reçupassage 	 Frequency : 1
Word :  16h52 	 Frequency : 1
Word :  verne 	 Frequency : 3
Word :  jupes 	 Frequency : 1
Word :  praxie 	 Frequency : 4
Word :  normalise 	 Frequency : 1
Word :  ninterviendra 	 Frequency : 1
Word :  anesthésie 	 Frequency : 10
Word :  dune 	 Frequency : 443
Word :  occulaire 	 Frequency : 7
Word :  possibilitées 	 Frequency : 1
Word :  quasilogorhéique 	 Frequency : 1
Word :  attirer 	 Frequency : 2
Word :  serviant 	 Frequency : 1
Word :  hypotenseurs 	 Frequency : 1
Word :  parlerai 	 Frequency : 1
Word :  63saturation 	 Frequency : 1
Word :  165 	 Frequency : 3
Word :  rascompte 	 Frequency : 1
Word :  tracassela 	 Frequency : 1
Word :  coaguléfamille 	 Frequency : 1
Word :  confuses 	 Frequency : 1
Word :  naariver 	 Frequency : 1
Word :  restantestrès 	 Frequency : 1
Word :  égalements 	 Frequency : 1
Word :  jourprofil 	 Frequency : 1
Word :  moraleconstances 	 Frequency : 1
Word :  matincet 	 Frequency : 1
Word :  libère 	 Frequency : 5
Word :  magazine 	 Frequency : 2
Word :  gonfée 	 Frequency : 1
Word :  preparés 	 Frequency : 1
Word :  températurea 	 Frequency : 1
Word :  ptient 	 Frequency : 1
Word :  correcteslors 	 Frequency : 1
Word :  sourie 	 Frequency : 1
Word :  moucnino 	 Frequency : 3
Word :  tercianbien 	 Frequency : 1
Word :  anglade 	 Frequency : 1
Word :  auronomie 	 Frequency : 1
Word :  hofmann 	 Frequency : 1
Word :  mmd 	 Frequency : 2
Word :  auber 	 Frequency : 4
Word :  occlusifcoumadine 	 Frequency : 1
Word :  09h53 	 Frequency : 1
Word :  moitivermme 	 Frequency : 1
Word :  cousins 	 Frequency : 1
Word :  limpossibilité 	 Frequency : 4
Word :  idesoins 	 Frequency : 1
Word :  nausée 	 Frequency : 26
Word :  enervee 	 Frequency : 5
Word :  seras 	 Frequency : 1
Word :  ecouter 	 Frequency : 4
Word :  jourplaquette 	 Frequency : 1
Word :  promenade 	 Frequency : 18
Word :  originaire 	 Frequency : 2
Word :  gouyon 	 Frequency : 2
Word :  consigne 	 Frequency : 42
Word :  tnouvel 	 Frequency : 1
Word :  nque 	 Frequency : 1
Word :  appliquéaccompagnement 	 Frequency : 1
Word :  pharmaciea 	 Frequency : 2
Word :  lavabo 	 Frequency : 180
Word :  doreille 	 Frequency : 5
Word :  antalgiquerefuse 	 Frequency : 1
Word :  15h15 	 Frequency : 21
Word :  074 	 Frequency : 2
Word :  guelle 	 Frequency : 1
Word :  espiet 	 Frequency : 2
Word :  rougeot 	 Frequency : 2
Word :  sinquiètent 	 Frequency : 1
Word :  encombrementapyretiquemt 	 Frequency : 1
Word :  duhem 	 Frequency : 14
Word :  douloureuses 	 Frequency : 6
Word :  bazin 	 Frequency : 8
Word :  appareillée 	 Frequency : 4
Word :  15h37na 	 Frequency : 1
Word :  kardégic 	 Frequency : 18
Word :  00hr 	 Frequency : 1
Word :  vener 	 Frequency : 1
Word :  débousolé 	 Frequency : 1
Word :  considère 	 Frequency : 2
Word :  resoud 	 Frequency : 1
Word :  decsa 	 Frequency : 1
Word :  nsatisfaisante 	 Frequency : 1
Word :  décoration 	 Frequency : 6
Word :  danssa 	 Frequency : 1
Word :  entrainent 	 Frequency : 1
Word :  domage 	 Frequency : 1
Word :  delalande 	 Frequency : 2
Word :  forlaxa 	 Frequency : 1
Word :  fermant 	 Frequency : 2
Word :  retirerla 	 Frequency : 1
Word :  distinctement 	 Frequency : 2
Word :  charrière 	 Frequency : 2
Word :  23commentaire 	 Frequency : 1
Word :  declaration 	 Frequency : 6
Word :  neo 	 Frequency : 1
Word :  fev 	 Frequency : 1
Word :  362c 	 Frequency : 1
Word :  danaform 	 Frequency : 1
Word :  sudtype 	 Frequency : 1
Word :  fournira 	 Frequency : 1
Word :  physiologie 	 Frequency : 1
Word :  changait 	 Frequency : 1
Word :  coquet 	 Frequency : 1
Word :  cléf! 	 Frequency : 1
Word :  10122015objectifs 	 Frequency : 2
Word :  andrepdf 	 Frequency : 1
Word :  daccompagnement 	 Frequency : 4
Word :  12bilan 	 Frequency : 1
Word :  convexite 	 Frequency : 1
Word :  salue 	 Frequency : 1
Word :  défautconclusionmonsieur 	 Frequency : 1
Word :  immédiatsa 	 Frequency : 1
Word :  demence 	 Frequency : 1
Word :  sexprimer 	 Frequency : 9
Word :  angine 	 Frequency : 1
Word :  dernièreelle 	 Frequency : 1
Word :  ald 	 Frequency : 4
Word :  lallergie 	 Frequency : 2
Word :  froidement 	 Frequency : 1
Word :  changeapres 	 Frequency : 1
Word :  normaltexture 	 Frequency : 1
Word :  courbaturée 	 Frequency : 1
Word :  campagne 	 Frequency : 3
Word :  apranax 	 Frequency : 2
Word :  coumadineprochain 	 Frequency : 1
Word :  soulève 	 Frequency : 2
Word :  nerveusement 	 Frequency : 1
Word :  1247puls 	 Frequency : 1
Word :  nécoute 	 Frequency : 3
Word :  pochette 	 Frequency : 18
Word :  tvsommeil 	 Frequency : 1
Word :  cigarettes 	 Frequency : 13
Word :  voisine 	 Frequency : 75
Word :  rengueilfille 	 Frequency : 1
Word :  telephoneac 	 Frequency : 1
Word :  vérrue 	 Frequency : 1
Word :  inférieurstravail 	 Frequency : 1
Word :  whitechangement 	 Frequency : 1
Word :  déhambulation 	 Frequency : 1
Word :  ecrasé 	 Frequency : 5
Word :  podérale 	 Frequency : 1
Word :  !mardi 	 Frequency : 1
Word :  tendus 	 Frequency : 1
Word :  1458 	 Frequency : 2
Word :  concentrationtroubles 	 Frequency : 1
Word :  traumalieu 	 Frequency : 1
Word :  potager 	 Frequency : 2
Word :  boitant 	 Frequency : 1
Word :  retombée 	 Frequency : 1
Word :  tibiale 	 Frequency : 1
Word :  camolid 	 Frequency : 8
Word :  ailleurs40mg 	 Frequency : 1
Word :  traitanta 	 Frequency : 1
Word :  contentement 	 Frequency : 1
Word :  beaucouptrès 	 Frequency : 1
Word :  magicmis 	 Frequency : 1
Word :  sheid 	 Frequency : 1
Word :  bergeracsatisfaction 	 Frequency : 1
Word :  19h26tension 	 Frequency : 1
Word :  répéter 	 Frequency : 8
Word :  174103 	 Frequency : 1
